title,artist,play_count,rank
Lone Digger,Caravan Palace,"195,755,364",1
Wonderland,Caravan Palace,"71,215,550",2
Comics,Caravan Palace,"57,854,227",3
Aftermath,Caravan Palace,"60,529,791",4
Mirrors,Caravan Palace,"4,266,165",5
Black Betty,Caravan Palace,"32,789,059",6
Miracle,Caravan Palace,"38,430,805",7
Rock It for Me,Caravan Palace,"31,900,030",8
Reverse,Caravan Palace,"3,692,276",9
Moonshine,Caravan Palace,"17,713,564",10
